start,end,N,SS,FulD,bsfs,ZngE,FayH,TajD,FerL,Colless,btree,path,iColless,ibtree
0,2501.0,250,7,-2.0558699516774643,3.792784767520621,2.5252434289175083,0.02115182419957293,3.3570621850591427,-1.549371868725011,0.03176415338774452,1.5643445768836215,8090014,0.03458997279440342,2.234991182204854
0,2501.0,250,20,-1.0119084632668656,1.3594059811007655,0.5158382682168197,0.17538372104577385,1.5896916001295898,0.17904116427503378,0.030911665093553944,1.1058806535165966,8090015,0.03319730535043399,0.8486946741480447
0,2501.0,250,16,-1.5450791905361416,1.9511530256037035,1.0369880089848629,0.12252554579061853,1.915840374775722,-0.31875549562156585,0.02830137755322365,1.5448008191695215,8090016,0.0354482445912683,1.0397501605007795
0,2501.0,250,14,0.7478772545717279,1.551339111253063e-05,-0.7082165322651127,0.08805881855657396,-0.4241735390822801,0.6728594372476571,0.032263462451958366,0.7527123487673281,8090017,0.08022412229563415,-0.9198788537849208
0,2501.0,250,6,0.032958223794150206,3.2260919783440944,1.7251009415490752,0.04229627604091272,2.4207932269928607,-1.0087316878321444,0.03701904391760591,2.1896877567208763,8090018,0.04080839486980178,-0.9059837719426778
0,2501.0,250,11,1.533821183568422,0.7899387261037383,-0.11049103069928487,0.17195635741099338,0.6885228327559992,0.4832629641948726,0.029475220983188336,0.5952662438689056,8090019,0.028587468152178608,0.99016731448225
0,2501.0,250,15,-0.4602920395039866,4.0484141614834135,0.9496836051074944,0.03125150815573511,1.3302107993244583,-0.5122952087760949,0.02956989247311828,0.19933434856337506,8090020,0.034967828302457135,3.0323562502983954
0,2501.0,250,11,1.5338211835684223,2.755410221616323,0.34840820554968466,0.030447930709083037,0.5841111325143983,-0.14563200766823778,0.03683859863416801,1.1151619694409307,8090021,0.03523772509392408,1.4810317625471388
0,2501.0,250,12,-2.3562512718864066,2.26559199879794,0.8639351267341099,0.09718888248117456,1.5573683141518373,-0.30170848897848984,0.03897525586215831,0.5669187476182379,8090022,0.057066977587770434,1.0350244978063232
0,2501.0,250,9,-2.2007292414680384,1.8164301662275848,0.8594269621881874,0.039660370609547385,1.2741733801937432,-0.4519915982366106,0.038098631083473666,1.4604932521270408,8090023,0.031286436066848035,0.0067912617889257
0,2501.0,250,18,-1.6858798410735365,3.8155689708382865,2.3761025608413653,0.038081603631299706,3.0916098328656862,-1.3806404714176463,0.03407177095478689,1.5993196681437158,8090024,0.05528565876408861,0.6641328455273825
0,2501.0,250,12,0.0395360307538324,4.192366713710664,1.1683300854705814,0.03685019856739179,1.640229841261628,-0.6422738032661335,0.026465308237558532,3.8755727201125247,8090025,0.046589584143023714,0.2934862805342157
0,2501.0,250,19,-2.5735386685499315,1.5268818327997418,2.3954783284238186,-0.10733559793372698,2.31237816007018,-1.8012353253662567,0.02886343762145356,1.378250197247152,8090026,0.046845446301334366,0.2965140968458187
0,2501.0,250,16,0.3592984541263133,1.5644039423255454,1.2462864558395572,0.16637496260409024,2.4033916442212733,-0.3314808645461108,0.039201969166990536,1.3804184158326838,8090027,0.03133501748931209,2.174749335642593
0,2501.0,250,21,-1.095664672561541,4.683006166930002,0.8777509689165186,0.056675795357298775,1.3707279260518497,-0.3845316014640572,0.036104993450504524,-1.0399514493004458,8090028,0.039480502655784434,1.3029664854704268
0,2501.0,250,14,-1.373242665914419,4.636031789101913,3.2567338690746377,-0.01166306698753532,3.963563202459907,-2.0723994606129543,0.03630651638813318,1.2641540018100514,8090029,0.035691151703588546,0.9861782755738092
0,2501.0,250,18,0.042790589484166086,3.003908894465697,0.7212026161267768,0.07542355917480517,1.2836566058542926,-0.24116957563285155,0.041201094701386186,0.36904801334811416,8090030,0.039237595543464183,0.6882557822610715
0,2501.0,250,11,1.533821183568422,3.007965722904637,0.5123007899243164,0.051242891817310066,0.8900176517553663,-0.1985616670109216,0.04061406917994559,2.281045972182506,8090031,0.07368182407047545,-0.6169748177583311
0,2501.0,250,14,-0.31268270567134554,1.6309702522380438,1.2604675365740154,0.047025060045633435,1.7978401337662675,-0.6681890707924985,0.044905428164269984,0.7517134470248859,8090032,0.04814958759770264,0.4896556081148185
0,2501.0,250,11,1.5338211835684223,1.749454741305179e-05,-0.05722594077752927,0.036900358970648126,0.10565357395460248,0.12476234933958175,0.030399015416504725,1.2444544004742,8090033,0.0835924342531416,-0.41192398352471576
0,2501.0,250,18,-0.8215446257946851,1.7731186757921,0.4725388938639632,0.15968180384270927,1.4371958638551527,0.14910761146129642,0.02920206170303333,-0.12117167567924532,8090034,0.037537245757222434,-0.2483515594459915
0,2501.0,250,20,-0.2203194944787186,3.0329135332867647,1.578107530065766,0.06411620208980713,2.257016996178817,-0.8031889248952827,0.047619047619047616,0.8129571673996473,8090035,0.061147817074750616,-0.4989862245849739
0,2501.0,250,5,-1.8543449981889188,0.9541433042441524,0.30211274727373266,0.047935812786088265,0.5734361814053831,-0.10754075800992158,0.030023319082782742,0.8364595903635428,8090036,0.0980373105324524,-3.6060866498819686
0,2501.0,250,13,-1.2721674407506367,4.59286174724994,2.2536064324130893,0.06107909519189069,3.105327810257067,-1.2588302274751235,0.03738970217788718,1.0315375102930793,8090037,0.02888975255862158,1.595083518540292
0,2501.0,250,8,2.7476664446803643,9.120471661981978e-07,-0.043388144104125684,0.07511527076913242,0.2720932749053063,0.18821282147542684,0.036938074880165817,0.5582953323021336,8090038,0.04158569762922658,1.450250332168749
0,2501.0,250,20,0.5712694743094276,1.8904055479017827,0.7161669627590525,0.17053397668292675,1.8045460132483773,0.03994100589673828,0.028681546462347086,1.4598903436658082,8090039,0.047512631169840655,0.006510180704761937
0,2501.0,250,16,-0.5928903682049143,1.7885557608246463,2.3646274106750886,0.062184758781760184,3.2227176213995836,-1.3131655978912635,0.028052301371384158,1.8041489962610024,8090040,0.04284881461329188,1.068839965204434
0,2501.0,250,8,-2.133690217292945,4.356739347867738,2.8283694324570736,0.009895568366077096,3.673020064745582,-1.7604353532331771,0.030541520922399274,4.490161817763784,8090041,0.02960228008809431,-2.2277112913470374
0,2501.0,250,19,-2.573538668549931,3.9908146501414334,0.8899266110041214,0.10594592020583896,1.6557986556900133,-0.2573998040044744,0.03971126441248866,0.5722406233752496,8090042,0.04777173208964892,0.014793215277361944
0,2501.0,250,13,-0.14726309148325295,3.7151934961805533,0.6563696936954361,0.05979942488302097,1.115629524627596,-0.2599202960764961,0.02670898648356869,1.5107128348584744,8090043,0.0443386449021894,0.8998699434066024
0,2501.0,250,15,1.54645603793418,4.2825442959521,0.9595156248879844,0.02163184519308125,1.2922679481253465,-0.5439567215764612,0.033901735976162715,-0.12172999264619075,8090044,0.038606037051431535,1.8206213995262384
0,2501.0,250,9,-2.2007292414680384,3.742572986878113,1.329924038584528,0.035389904264596116,1.8539149336904877,-0.7576629122673056,0.043982381137453036,-0.15222411517162046,8090045,0.03316491773545796,5.754492709576407
0,2501.0,250,12,-1.1583576205662869,4.6168717873620855,2.108486666884494,0.028114294835766718,2.771041448107821,-1.2541959551753636,0.03481205929709622,0.8154204445343965,8090046,0.02830677548905299,1.3101148189243952
0,2501.0,250,8,-0.5065713299685084,0.8005929918089063,-0.14013175040671927,0.2032065746070214,0.7068803523632129,0.5234991600790998,0.028242000259100918,1.3684584010485272,8090047,0.07089648918253659,-1.6523497039637258
0,2501.0,250,12,0.0395360307538328,2.743482114530618,1.5228153538725482,0.05043070007505228,2.1497146976849453,-0.8312036548360591,0.03155849203264672,0.7459301517407713,8090048,0.0454074361963985,0.7299601016423214
0,2501.0,250,9,0.7828117394489831,1.6878368135368746,0.3654050319720298,0.08310496634655155,0.8420991321139532,-0.0437270990643368,0.031658893639072413,1.1182033345201348,8090049,0.03481668609923565,1.0556686545151943
0,2501.0,250,13,-1.2721674407506367,2.380327300170665,1.4749990016942336,0.06333649113000904,2.1498909788600367,-0.7645709740723325,0.03640367923306128,1.2728678463892609,8090050,0.05646780671071381,0.4532101506892057
0,2501.0,250,23,0.16167109946190475,3.439473996616824,1.3613748615715495,0.05987291025749032,1.9657673366370032,-0.6732210535048064,0.02640310345323948,2.3030137525338263,8090051,0.04488923435678197,0.3454284153578887
0,2501.0,250,12,-1.1583576205662869,0.9963701486419608,1.6268490739470387,-0.02478558733158754,1.9091353173025485,-1.0828198195830987,0.034108785371902366,0.6412161023258225,8090052,0.034589972794403415,0.8145601373257273
0,2501.0,250,18,1.7714610200418692,0.9351094326172268,-0.06766160622421834,0.16541407652311532,0.8121252980491557,0.5030739550184764,0.03597184436671416,0.7141712903416187,8090053,0.07876667962171266,-1.2191594682799418
0,2501.0,250,20,0.5712694743094276,8.838931126173458e-06,0.2258888419056929,0.01852307305125433,0.3746247865449316,-0.08824416658909838,0.05011173727166732,0.5947239601145485,8090054,0.03575592693354061,0.22760047004417686
0,2501.0,250,15,-1.4636660782230697,3.7510794855626366,0.005809706180454166,0.06468479554011335,0.3435677204799191,0.16782760433152044,0.032526419040216165,0.63840158398777,8090055,0.04767456924472082,0.3756781333308743
0,2501.0,250,18,-1.6858798410735365,4.811964575871425,1.6644098385029669,0.03132204194006818,2.190729552741631,-0.9541668957700984,0.033602150537634407,1.5349235793815206,8090056,0.0325171654359373,6.217639624320474
0,2501.0,250,7,-0.26412781878448416,3.2975976859919425,1.2689972244837275,0.03804563411583308,1.8011680045665661,-0.7229914573754079,0.03317139525845317,1.0835649236833995,8090057,0.09204560176188624,-1.4333600386164531
0,2501.0,250,11,-2.3105962099881507,1.7186209091005282,0.5327873629711453,0.08867382181211869,1.0958355103940731,-0.1213502690048042,0.03352765902318953,1.4722021805147276,8090058,0.045245498121518325,0.3846691479886213
0,2501.0,250,11,-2.3105962099881507,3.096579094450409,2.106156172967612,0.04201780207464805,2.8476135158671116,-1.2222048025398768,0.043075527918124114,2.1673522114980983,8090059,0.04087317009975385,0.20176098497465447
0,2501.0,250,10,0.4973207385797262,3.7301825186375295,1.0763364813851954,0.028960367474135718,1.496385211610484,-0.6093702870151262,0.034557585179427384,1.4111112192178563,8090060,0.047545018784816685,-2.983763063932288
0,2501.0,250,10,-2.2591619954937,1.7620344606201506,1.2251901305541124,0.12815577376699522,2.148996336667096,-0.4719875136495884,0.027652545666537114,1.3808263948647623,8090061,0.04890529861381008,0.8692870144901248
0,2501.0,250,14,-0.3126827056713457,3.4450662597292987,2.08103988050346,0.038131305767467184,2.7660248955444744,-1.2058260524525184,0.023267262598782226,3.1300680361213984,8090062,0.05470268169452002,-0.5594385597323216
0,2501.0,250,12,2.4353233333940727,4.72985831489979e-06,0.17037699290417466,0.01626847188662205,0.29285445687396233,-0.06667836016624099,0.033602150537634407,0.6486092974967257,8090063,0.05920456017618862,1.0230058930932615
0,2501.0,250,11,-2.3105962099881507,4.402321793957402,2.462622543982436,0.04311317451162463,3.3006268982639324,-1.443541397464322,0.037731571447078636,1.8908071658126988,8090064,0.04187718616401088,6.184630575274742
0,2501.0,250,13,-1.2721674407506367,2.8881494204511773,1.060226818974843,0.06398351544348245,1.6381272652656222,-0.5026851591966296,0.03577859826402384,0.8458130233198393,8090065,0.047156367405104295,0.9922259040221312
0,2501.0,250,12,0.03953603075383266,1.6288263999017298,0.17037699290417466,0.08726527090768267,0.6425431867019016,0.10916845722408328,0.02905169063350175,1.146887981966358,8090066,0.04990931467806711,-0.6697153144581472
0,2501.0,250,9,0.7828117394489833,2.6970017626769347,0.5959485994062368,0.035812722714591294,0.9212288696158644,-0.2947973297998709,0.04318348663471089,0.5930197219769303,8090067,0.03131882368182407,1.271357488489692
0,2501.0,250,13,0.9776412577841304,4.166481451979853,1.4167853620143191,0.038361352629935126,1.9520523794097668,-0.7914900599249672,0.04135898432439435,1.3473325631196378,8090068,0.04220106231377122,-0.884676012414802
0,2501.0,250,18,0.9071258047630172,4.4303026734956985,2.3132220793496194,0.031188494368660932,2.9779757862497487,-1.3604963943096673,0.033715507190050516,3.0168779197698066,8090069,0.05183637776914108,0.8336095916825449
0,2501.0,250,15,-0.4602920395039865,3.0230229218345173,1.7854052864491448,0.09727512276797043,2.701150164613018,-0.8609990417611387,0.033909832879906725,2.295121983952439,8090070,0.037407695297318314,0.2688184671345314
0,2501.0,250,15,-1.4636660782230697,2.2795966089899764,0.2253914812780642,0.12749772367383405,0.9402408155048674,0.1967287984238118,0.02772379841948439,0.9202872890183544,8090071,0.06645938593082006,-0.42545982014670697
0,2501.0,250,22,-1.172994251653622,3.3395578773597365,0.2179321169095603,0.0553546653270023,0.5718437439367523,0.0257339905217708,0.02704365850498769,1.67752031413809,8090072,0.03883275035626377,1.0736100484614572
0,2501.0,250,23,-0.5414743867334509,4.507862743489769,2.7717674637725445,0.014736471771864957,3.39643401921582,-1.6871812607878751,0.027497085114652157,3.157422859689241,8090073,0.030638683767327375,3.411149139192091
0,2501.0,250,11,-2.3105962099881507,2.9859430795109825,1.3194717679693782,0.10928051578274037,2.18310056559131,-0.5660417882760999,0.0422820313512113,0.16279575944652158,8090074,0.03737530768234227,0.6101834394093208
0,2501.0,250,23,-0.5414743867334509,2.8966222737228864,0.4778123268593691,0.12085665000320688,1.2544213103134887,0.05858723985813932,0.028983316779663457,0.7941922137156614,8090075,0.05275942479595802,0.1936984298142625
0,2501.0,250,16,-1.5450791905361416,4.007851532500611,2.7551095876428042,0.03894375605914786,3.578109671167355,-1.6204683876767385,0.03196657598134473,1.9792028448420185,8090076,0.0385736494364555,3.7544553858240217
0,2501.0,250,14,-1.3732426659144188,3.1146568601232434,2.3292802534569046,0.053389153675818216,3.1507909379883228,-1.3218419075955223,0.024685840134732483,1.3668247988097009,8090077,0.041035108174634016,0.25011177236247706
0,2501.0,250,16,1.3114872764575412,3.8742970566370047,0.5402946798819305,0.0767857679772537,1.0665032414622486,-0.13113065269595692,0.030874650676438468,2.305746023727719,8090078,0.036036619596666236,1.022148041418547
0,2501.0,250,14,-0.3126827056713456,4.2015093315121925,0.7191656122171972,0.07809994400557346,1.28819209118456,-0.2480380318853744,0.048016952603038884,0.4168023320078384,8090079,0.0462009327633113,-0.05307984696388199
0,2501.0,250,10,1.8755621056164395,3.247120462279441,0.48529993321449705,0.025933810455284208,0.7349760451463466,-0.2447707658438411,0.028138359891177613,4.536787457852557,8090080,0.02403161031221661,1.3811465164136696
0,2501.0,250,24,2.0786158445422442,4.817794951748733,0.8597410199404372,0.02537322613675204,1.1693830943651786,-0.4610027233802805,0.04527788573649436,1.1718194165972933,8090081,0.05298613810079026,-0.24121293906268415
0,2501.0,250,7,-0.2641278187844842,0.5407828976222834,-0.1373314910992217,0.13116895948075005,0.3684075243875017,0.352632150109056,0.04122403592866088,0.5140407384171906,8090082,0.08932504210389948,0.6055720970563028
0,2501.0,250,17,-1.618795465943367,0.99847898490484,1.3286702192155178,-0.009990696597969813,1.5664416494590665,-0.8591603904991573,0.029710238804681093,1.6467328595860946,8090083,0.034557585179427384,0.7181633352877399
0,2501.0,250,16,-1.5450791905361416,1.0957246507094358,1.5711676270766948,0.053336013733180775,2.204724520937129,-0.8400886601600875,0.03293010752688172,0.8606575211858045,8090084,0.04279483525499849,-0.9111679300358212
0,2501.0,250,12,2.4353233333940723,3.18679266926428,0.17808319439117382,0.032693221120858165,0.3833748060435983,-0.030835491378338614,0.03494623655913979,1.8119185788663656,8090085,0.04067884440989765,-0.3154865840338471
0,2501.0,250,19,-2.5735386685499315,3.519526614174361,1.6056807061708631,0.10847260698381717,2.535760148257262,-0.6979017584594557,0.030472118890307768,2.7042107994356157,8090086,0.043507362784471225,1.1485790915545608
0,2501.0,250,13,6.6021630041210475,-1.163708682122936,-0.005810457663590949,0.0035945795192967303,0.010855993755134007,0.012776983402164684,0.042557326078507575,1.0369689402828417,8090087,0.06273481020857624,-2.627889258206983
0,2501.0,250,12,0.03953603075383266,2.9260283253110186,0.15881769067367554,0.07382541901287484,0.5619138790869411,0.08313786407088207,0.0439435159994818,-0.6640467981661273,8090088,0.059981862935613424,-2.6850106886968788
0,2501.0,250,14,-0.31268270567134576,2.7241727895295487,-0.12209342945836713,0.062109825909648864,0.16708224983781014,0.2379210464998548,0.03941572742583236,0.09580723739893028,8090089,0.043205078378028235,2.2021871516651146
0,2501.0,250,24,0.04475129125705919,4.579330622552071,2.593217383669062,0.011301645055483358,3.1558071443351814,-1.5849598955534696,0.046298095608239415,1.5489439171042731,8090090,0.03990154165047286,0.16449166780151492
0,2501.0,250,10,0.4973207385797262,0.7527510929827199,-0.237078070105246,0.16483386163920238,0.4719920940192444,0.532902063638445,0.026157047545018783,0.7104100641804219,8090091,0.032160901671200934,0.6815609780401773
0,2501.0,250,10,0.4973207385797265,1.331586504129518e-05,-0.6311024355523785,0.06427650468785974,-0.4969614029605902,0.5465126045072976,0.032760072548257545,1.247524288599508,8090092,0.06840264282938205,0.19796834178785985
0,2501.0,250,13,2.1025456070515136,4.016703847077329,0.8965009573750835,0.02241579788233462,1.2258611154795005,-0.5055523888295087,0.02670034978624174,1.3776214473245671,8090093,0.029990931467806712,2.3670253887412898
0,2501.0,250,16,-0.5928903682049141,3.6770104057910182,0.04984906561048192,0.02602435634208686,0.19832118237990606,0.03902615613396684,0.03995012307293691,0.8025989928027986,8090094,0.030411970462495136,-0.05118951150837174
0,2501.0,250,15,-1.4636660782230697,4.020698972262152,2.0607018403028645,0.03617290789307225,2.72184626526708,-1.1954905194932939,0.033634538152610444,1.3265695046297892,8090095,0.04200673662391501,0.43420948542602056
0,2501.0,250,10,0.4973207385797263,2.1300608924999334,0.7830072315523301,0.03716990338777056,1.1639688921777254,-0.4058068092630156,0.031869413136416634,0.9766794754411116,8090096,0.06471045472211427,-0.3048671978621013
0,2501.0,250,14,1.8084372148148005,1.551339111253063e-05,-0.4427372445232339,0.06505222066335355,-0.2139697031067131,0.44662160165945897,0.03962624692317658,0.6926872773206548,8090097,0.03533488793885218,0.7556033892275813
0,2501.0,250,13,-2.3970717900180207,1.3956166508448913,0.3834932576958371,0.13120215245433198,1.1357603430225178,0.09267589833111876,0.02928765754261285,1.0741933923094995,8090098,0.036954268687653835,0.7030484801682175
0,2501.0,250,5,-1.8543449981889188,1.3097194016427367,1.010551189558485,0.06804566585648228,1.5824795538812353,-0.5202778311483701,0.031973053504339946,1.0184690650466597,8090099,0.059884700090685326,-0.1038168600624493
0,2501.0,250,13,-0.14726309148325345,3.910034030277425,1.3512950173744152,0.03905151189764003,1.8742035772146841,-0.7486459789139217,0.038936390724187066,2.0695049276096045,8090100,0.0455045990413266,1.0343779983979813
0,2501.0,250,15,-0.4602920395039864,1.4194393224176742,0.9038008461318744,0.0822382011523787,1.5389770732118402,-0.34838485501560834,0.03324048883706871,1.056104766596417,8090101,0.04845187200414562,0.8827998872612027
0,2501.0,250,14,-0.3126827056713456,1.184435925663636,0.4364474096868847,0.23572443038163626,1.7457406581289452,0.3387517613900921,0.041516295597135086,1.2675746487099366,8090102,0.03685710584272574,0.4872662465954937
0,2501.0,250,7,-2.0558699516774643,2.452413629490445,0.5964052300744912,0.01213810565178108,0.8226033614485656,-0.3514399226714995,0.0354450058297707,0.9382605619918456,8090103,0.0330029796605778,0.8324930623679131
0,2501.0,250,15,0.5430819992150973,4.150651175813228,0.641613651985474,0.049771838653421836,1.047750933388503,-0.2701429640164669,0.030489700738437618,4.467549427391236,8090104,0.03365073196009846,3.3730934809508626
0,2501.0,250,12,0.039536030753832926,4.014546459331508,1.6152897717165402,-0.002641087174677327,2.0037737265747158,-1.0207141144317065,0.02807358466122555,1.8750535876752048,8090105,0.031092110376991836,3.200249464716532
0,2501.0,250,23,-0.5414743867334509,0.9992310194555448,0.846357127434503,0.027610905624616804,1.1677621589867295,-0.4469236298847352,0.030500300321520686,1.3074163593627353,8090106,0.03258194066588936,0.5414723979933668
0,2501.0,250,14,-2.4338026261574917,4.267503656907398,2.75680534021006,0.018080416631361847,3.498211640145379,-1.681650173903669,0.02989376862287861,2.036911867756632,8090107,0.04288120222826791,4.008842825731489
0,2501.0,250,9,0.7828117394489831,4.088895793383674,1.9415702378997703,0.03076004223714888,2.6117583070279964,-1.1529700177031574,0.03044975601330051,2.964990347479747,8090108,0.04712397979012825,-0.752242174033396
0,2501.0,250,16,0.3592984541263132,3.4363836062996134,1.2619057429182656,0.05922744556106856,1.857225313455669,-0.6304879033721648,0.03827136503001253,1.4969846455693019,8090109,0.03873558751133567,0.6465399786688094
0,2501.0,250,15,-1.4636660782230697,4.55028817812524,1.8935575040345352,0.021879774650881624,2.4419975896005632,-1.1286349431649645,0.04032258064516129,1.6862154619034806,8090110,0.0352539189014121,2.639448583636937
0,2501.0,250,18,0.9071258047630176,2.282959256167964,0.9584335235729096,0.10350964073077322,1.723613644108521,-0.31137340117891205,0.035823401131407355,0.3196426460295739,8090111,0.05540441335233407,-0.6052309749491175
0,2501.0,250,13,3.2274499563188974,3.7910842166465515,0.5108355944956503,0.02408368277928834,0.7553710008204552,-0.25933589258444417,0.03530573908537375,-0.009518693563829705,8090112,0.03884894416375178,0.5419567043457931
0,2501.0,250,28,1.4296738313168111,4.1019772758219775,1.1439337190375134,0.04260481819293911,1.5993740806400092,-0.5820745502075294,0.02501943256898562,1.7919159063469603,8090113,0.057196528047674576,0.4319004244901803
0,2501.0,250,24,-1.3111584109330636,1.1844029244328578,1.6933627231827932,0.01870854580951709,2.1252286439428354,-1.0012042329672786,0.028676534093362693,1.0641923238020825,8090114,0.03343049617826144,0.3757929815042299
0,2501.0,250,16,-1.5450791905361414,4.2421611732236535,1.7336082126952634,0.04782729302797069,2.3745124073287207,-0.956698744400998,0.026873623526363518,2.5292037322646603,8090115,0.03248477782096127,1.3654059230684612
0,2501.0,250,11,-2.3105962099881507,0.5000947973970132,1.8889984986712245,-0.12406804368192405,1.7757878879532358,-1.4854732209747123,0.03641087648083373,0.5130566237605476,8090116,0.04549164399533619,-0.16323518650377286
0,2501.0,250,15,-1.4636660782230702,4.0616392688499205,2.434318591961485,0.09128762636209173,3.467872996320477,-1.2835249697187037,0.033618344345122425,0.6664328276864593,8090117,0.039771991190568734,-0.2850231608789189
0,2501.0,250,17,1.0994680023857826,1.4878853713632787,0.421284709643894,0.11800352764734012,1.1442120018591089,0.0600788417370764,0.03152394524333895,0.7644745802839922,8090118,0.03446042233449929,1.2748221955896937
0,2501.0,250,8,-2.133690217292945,3.8979087528142284,1.7030885380953271,0.04058860245068912,2.362803818223096,-0.9858666914570182,0.028225806451612906,2.1685244569576936,8090119,0.03436325948957119,0.6732179442836697
0,2501.0,250,14,-1.3732426659144188,1.8522683801615,1.3604532423469309,0.14978253836732042,2.4473287571299047,-0.4639160736109218,0.03507173856717191,0.4365716323227111,8090120,0.03938333981085633,0.4606137422559317
0,2501.0,250,14,1.808437214814801,-0.7887586601314265,-0.8392322846572091,0.05290984955304278,-0.7659379214513732,0.6636930086212719,0.030185257157662914,0.6420950755245376,8090121,0.03588547739344475,3.2597841862268733
0,2501.0,250,14,-0.31268270567134576,2.7888119434623944,0.015817888849102454,0.05462735599298806,0.29915390946518833,0.1320055579942265,0.043604525629399316,0.37210514632019503,8090122,0.03386125145744268,1.5490721313136635
0,2501.0,250,13,-1.2721674407506367,1.7883513663981478,0.4016850200958104,0.1242718031411278,1.1235083727606172,0.06365661242892276,0.026131407349829425,1.1180662001598047,8090123,0.05662974478559399,-1.095145459022589
0,2501.0,250,18,-0.8215446257946851,4.014961704346831,1.5900965421945399,0.052443104002639664,2.2146671256113617,-0.8488396971415887,0.036943472815995165,0.6014489954855388,8090124,0.03672755538282161,-0.02609125576392149
0,2501.0,250,12,-1.1583576205662869,3.1227916955368134,1.2877762085190705,0.08085789965550688,2.0061214056985874,-0.6082695265596841,0.028397460810985882,0.8023800846289808,8090125,0.057293690892602674,0.9788881770917406
0,2501.0,250,20,0.5712694743094276,1.0124552041738322,-0.30129193320544634,0.1621160743953234,0.530984271849655,0.6519184274807027,0.027367534654748026,1.4604066979135248,8090126,0.04016064257028112,-0.16814981550051716
0,2501.0,250,14,0.7478772545717278,3.7497508196698064,1.4983645606544005,0.05942039722074234,2.1551764326600544,-0.7851561590948442,0.03499481798160383,0.9852459285251236,8090127,0.03559398885866045,0.5938262594505026
0,2501.0,250,14,-2.4338026261574925,2.445002058926098,1.7638438483962788,0.04557383367389672,2.4122663892876526,-0.9875958705511438,0.03132961955348275,1.3474208949848172,8090128,0.046756920153733214,0.42428348346574496
0,2501.0,250,17,-0.7127076431669839,1.1136919605152389,1.0122792191675174,0.05320018700969091,1.5184080781311615,-0.4877037929794746,0.03532679103510817,0.9700943464913332,8090129,0.04284881461329188,0.4463147062882852
0,2501.0,250,17,1.0994680023857824,3.7842841173281365,0.2183168982923464,0.024905924125364208,0.3992549774463339,-0.06832406259668916,0.05485022527385528,0.5932759090493401,8090130,0.046541002720559665,0.7776060101965292
